File Name,File Path,Detected Type
File188,E:\Users\John\Documents\File188,Unknown
File154,E:\Users\John\Documents\File154,Unknown
File115,E:\Users\John\Documents\File115,PE/EXE
File153,E:\Users\John\Documents\File153,ZIP
File001,E:\Users\John\Documents\File001,PE/EXE
File152,E:\Users\John\Documents\File152,JPEG
File166,E:\Users\John\Documents\File166,PE/EXE
File095,E:\Users\John\Documents\File095,PE/EXE
File179,E:\Users\John\Documents\File179,Unknown
File194,E:\Users\John\Documents\File194,ZIP
File198,E:\Users\John\Documents\File198,ZIP
File180,E:\Users\John\Documents\File180,PE/EXE
File149,E:\Users\John\Documents\File149,ZIP
File190,E:\Users\John\Documents\File190,PNG
File159,E:\Users\John\Documents\File159,PE/EXE
File148,E:\Users\John\Documents\File148,Unknown
File185,E:\Users\John\Documents\File185,ZIP
File200,E:\Users\John\Documents\File200,PE/EXE
File184,E:\Users\John\Documents\File184,PNG
File147,E:\Users\John\Documents\File147,Unknown
File146,E:\Users\John\Documents\File146,PE/EXE
File143,E:\Users\John\Documents\File143,JPEG
File139,E:\Users\John\Documents\File139,Unknown
File187,E:\Users\John\Documents\File187,ZIP
File137,E:\Users\John\Documents\File137,Unknown
File136,E:\Users\John\Documents\File136,Unknown
File177,E:\Users\John\Documents\File177,PE/EXE
File138,E:\Users\John\Documents\File138,PDF
File216,E:\Users\John\Documents\File216,"UTF-8(TEXT,BOM)"
File213,E:\Users\John\Documents\File213,PE/EXE
File214,E:\Users\John\Documents\File214,JPEG
File163,E:\Users\John\Documents\File163,JPEG
File160,E:\Users\John\Documents\File160,PE/EXE
File134,E:\Users\John\Documents\File134,ZIP
File157,E:\Users\John\Documents\File157,Unknown
File140,E:\Users\John\Documents\File140,JPEG
File132,E:\Users\John\Documents\File132,PDF
File162,E:\Users\John\Documents\File162,ZIP
File130,E:\Users\John\Documents\File130,ZIP
File124,E:\Users\John\Documents\File124,JPEG
File150,E:\Users\John\Documents\File150,ZIP
File175,E:\Users\John\Documents\File175,"UTF-8(TEXT,BOM)"
File122,E:\Users\John\Documents\File122,ZIP
File121,E:\Users\John\Documents\File121,ZIP
File142,E:\Users\John\Documents\File142,ZIP
File123,E:\Users\John\Documents\File123,PDF
File067,E:\Users\John\Documents\File067,PE/EXE
File120,E:\Users\John\Documents\File120,"UTF-8(TEXT,BOM)"
File119,E:\Users\John\Documents\File119,"UTF-8(TEXT,BOM)"
File128,E:\Users\John\Documents\File128,Unknown
File118,E:\Users\John\Documents\File118,PE/EXE
File165,E:\Users\John\Documents\File165,"UTF-8(TEXT,BOM)"
File126,E:\Users\John\Documents\File126,PNG
File220,E:\Users\John\Documents\File220,Unknown
File171,E:\Users\John\Documents\File171,ZIP
File141,E:\Users\John\Documents\File141,PE/EXE
File117,E:\Users\John\Documents\File117,ZIP
File127,E:\Users\John\Documents\File127,JPEG
File151,E:\Users\John\Documents\File151,ZIP
File116,E:\Users\John\Documents\File116,ZIP
File112,E:\Users\John\Documents\File112,Unknown
File135,E:\Users\John\Documents\File135,PDF
File176,E:\Users\John\Documents\File176,PE/EXE
File204,E:\Users\John\Documents\File204,"UTF-8(TEXT,BOM)"
File174,E:\Users\John\Documents\File174,Unknown
File199,E:\Users\John\Documents\File199,PDF
File172,E:\Users\John\Documents\File172,Unknown
File206,E:\Users\John\Documents\File206,ZIP
File145,E:\Users\John\Documents\File145,ZIP
File111,E:\Users\John\Documents\File111,ZIP
File217,E:\Users\John\Documents\File217,Unknown
File110,E:\Users\John\Documents\File110,Unknown
File131,E:\Users\John\Documents\File131,ZIP
File109,E:\Users\John\Documents\File109,Unknown
File105,E:\Users\John\Documents\File105,PNG
File104,E:\Users\John\Documents\File104,ZIP
File103,E:\Users\John\Documents\File103,PDF
File113,E:\Users\John\Documents\File113,JPEG
File102,E:\Users\John\Documents\File102,Unknown
File212,E:\Users\John\Documents\File212,Unknown
File097,E:\Users\John\Documents\File097,Unknown
File191,E:\Users\John\Documents\File191,ZIP
File197,E:\Users\John\Documents\File197,ZIP
File096,E:\Users\John\Documents\File096,ZIP
File094,E:\Users\John\Documents\File094,ZIP
File091,E:\Users\John\Documents\File091,Unknown
File107,E:\Users\John\Documents\File107,JPEG
File093,E:\Users\John\Documents\File093,ZIP
File092,E:\Users\John\Documents\File092,PE/EXE
File181,E:\Users\John\Documents\File181,ZIP
File108,E:\Users\John\Documents\File108,PNG
File084,E:\Users\John\Documents\File084,PDF
File125,E:\Users\John\Documents\File125,PNG
File101,E:\Users\John\Documents\File101,PE/EXE
File081,E:\Users\John\Documents\File081,PE/EXE
File144,E:\Users\John\Documents\File144,ZIP
File158,E:\Users\John\Documents\File158,"UTF-8(TEXT,BOM)"
File218,E:\Users\John\Documents\File218,PNG
File100,E:\Users\John\Documents\File100,ZIP
File086,E:\Users\John\Documents\File086,Unknown
File208,E:\Users\John\Documents\File208,ZIP
File209,E:\Users\John\Documents\File209,PDF
File207,E:\Users\John\Documents\File207,PE/EXE
File215,E:\Users\John\Documents\File215,"UTF-8(TEXT,BOM)"
File167,E:\Users\John\Documents\File167,Unknown
File080,E:\Users\John\Documents\File080,PE/EXE
File076,E:\Users\John\Documents\File076,ZIP
File170,E:\Users\John\Documents\File170,ZIP
File085,E:\Users\John\Documents\File085,ZIP
File202,E:\Users\John\Documents\File202,Unknown
File203,E:\Users\John\Documents\File203,"UTF-8(TEXT,BOM)"
File075,E:\Users\John\Documents\File075,PE/EXE
File129,E:\Users\John\Documents\File129,PDF
File106,E:\Users\John\Documents\File106,Unknown
File133,E:\Users\John\Documents\File133,JPEG
File182,E:\Users\John\Documents\File182,PDF
File099,E:\Users\John\Documents\File099,Unknown
File205,E:\Users\John\Documents\File205,JPEG
File169,E:\Users\John\Documents\File169,"UTF-8(TEXT,BOM)"
File074,E:\Users\John\Documents\File074,ZIP
File219,E:\Users\John\Documents\File219,JPEG
File073,E:\Users\John\Documents\File073,JPEG
File114,E:\Users\John\Documents\File114,PDF
File070,E:\Users\John\Documents\File070,PNG
File168,E:\Users\John\Documents\File168,Unknown
File164,E:\Users\John\Documents\File164,PE/EXE
File098,E:\Users\John\Documents\File098,PNG
