File Name,File Path,Detected Type
PrinterProtocolProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..providers.resources_31bf3856ad364e35_10.0.26100.1_en-us_4b454e041d32d989\PrinterProtocolProvider.dll.mui,File005
cngcredui.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cngcredui.resources_31bf3856ad364e35_10.0.26100.1_en-us_a03530e3165fec3c\cngcredui.dll.mui,File027
wintypes.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-com-base.resources_31bf3856ad364e35_10.0.26100.1_en-us_b573647fa63538bb\wintypes.dll.mui,File005
FntCache.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..fontcache.resources_31bf3856ad364e35_10.0.26100.1_en-us_cdd15d43f9c7e404\FntCache.dll.mui,File024
Windows.CloudStore.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cloudstore.resources_31bf3856ad364e35_10.0.26100.3323_en-us_f19c70829f182f18\Windows.CloudStore.dll.mui,File042
Windows.CloudStore.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cloudstore.resources_31bf3856ad364e35_10.0.26100.1_en-us_52c1a9ae57a7ae0c\Windows.CloudStore.dll.mui,File042
DataExchangeHost.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..hangehost.resources_31bf3856ad364e35_10.0.26100.1_en-us_b6e47a40f5d3ba9f\DataExchangeHost.exe.mui,File005
dwminit.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..extension.resources_31bf3856ad364e35_10.0.26100.1_en-us_dc20aced5fc3cb3f\dwminit.dll.mui,File024
dwmcore.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ompositor.resources_31bf3856ad364e35_10.0.26100.5074_en-us_ff6e31d729b034da\dwmcore.dll.mui,File071
dwmcore.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ompositor.resources_31bf3856ad364e35_10.0.26100.7840_en-us_ff15108529f35c27\dwmcore.dll.mui,File071
cleanmgr.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cleanmgr.resources_31bf3856ad364e35_10.0.26100.1_en-us_5aca184e01336041\cleanmgr.exe.mui,File071
dcsvc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..rationsvc.resources_31bf3856ad364e35_10.0.26100.1_en-us_5c873aff49ea76e6\dcsvc.dll.mui,File024
certenc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-certutil.resources_31bf3856ad364e35_10.0.26100.1_en-us_cd16753c86be756e\certenc.dll.mui,File024
certenc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-certutil.resources_31bf3856ad364e35_10.0.26100.7309_en-us_6beeba64ce31522e\certenc.dll.mui,File024
cdpusersvc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cdpusersvc.resources_31bf3856ad364e35_10.0.26100.1_en-us_be1e57eec498a8f4\cdpusersvc.dll.mui,File024
cdpsvc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cdpsvc.resources_31bf3856ad364e35_10.0.26100.1_en-us_f3aa35cab4d49545\cdpsvc.dll.mui,File024
charmap.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-charmap.resources_31bf3856ad364e35_10.0.26100.4768_en-us_82e5b514a7e7c96a\charmap.exe.mui,File042
cdp.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-cdp.resources_31bf3856ad364e35_10.0.26100.1_en-us_fb991234ba25281b\cdp.dll.mui,File024
credprovslegacy.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..y-library.resources_31bf3856ad364e35_10.0.26100.6725_en-us_2c176763db123a0f\credprovslegacy.dll.mui,File042
credprovslegacy.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..y-library.resources_31bf3856ad364e35_10.0.26100.1_en-us_8d68081d93811e88\credprovslegacy.dll.mui,File042
certcredprovider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..vider-dll.resources_31bf3856ad364e35_10.0.26100.4484_en-us_46b4641be7252513\certcredprovider.dll.mui,File024
capisp.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-capisp-dll.resources_31bf3856ad364e35_10.0.26100.1_en-us_10e53de22fbf06b1\capisp.dll.mui,File024
certcredprovider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..vider-dll.resources_31bf3856ad364e35_10.0.26100.1_en-us_a7de80599fb1d944\certcredprovider.dll.mui,File024
credprovhost.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..t-library.resources_31bf3856ad364e35_10.0.26100.1_en-us_61890db2ffc1536d\credprovhost.dll.mui,File042
CIWmi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-ci-wmi.resources_31bf3856ad364e35_10.0.26100.1_en-us_a354a47fb3e9978a\CIWmi.dll.mui,File024
chkdsk.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-chkdsk.resources_31bf3856ad364e35_10.0.26100.1_en-us_531caec2772a3efc\chkdsk.exe.mui,File005
RemoveDeviceContextHandler.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..xthandler.resources_31bf3856ad364e35_10.0.26100.1_en-us_5b38e62d38579f37\RemoveDeviceContextHandler.dll.mui,File027
StorageContextHandler.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..xthandler.resources_31bf3856ad364e35_10.0.26100.1_en-us_470a0e20f384b220\StorageContextHandler.dll.mui,File024
XInput1_4.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..xinput1_4.resources_31bf3856ad364e35_10.0.26100.1_en-us_01f7630d07ff9fe8\XInput1_4.dll.mui,File005
CompatTelRunner.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..telrunner.resources_31bf3856ad364e35_10.0.26100.1_en-us_d0a0b8d468c1b5aa\CompatTelRunner.exe.mui,File024
devenum.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..w-devenum.resources_31bf3856ad364e35_10.0.26100.1_en-us_989108173f175a25\devenum.dll.mui,File024
BthMtpContextHandler.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..xthandler.resources_31bf3856ad364e35_10.0.26100.1_en-us_b0623524f238b20a\BthMtpContextHandler.dll.mui,File024
DocumentPerformanceEvents.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..rformance.resources_31bf3856ad364e35_10.0.26100.1_en-us_36a9971c004693db\DocumentPerformanceEvents.dll.mui,File024
dafpos.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..rvice-daf.resources_31bf3856ad364e35_10.0.26100.1_en-us_6416d9cbbe32a5bc\dafpos.dll.mui,File005
SettingsHandlers_DesktopTaskbar.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..shandlers.resources_31bf3856ad364e35_10.0.26100.1_en-us_f694e39f61363087\SettingsHandlers_DesktopTaskbar.dll.mui,File024
Windows.Devices.SmartCards.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..rds-winrt.resources_31bf3856ad364e35_10.0.26100.1_en-us_911a26d11da32527\Windows.Devices.SmartCards.dll.mui,File027
ChsRoaming.DLL,C:\Windows\WinSxS\amd64_microsoft-windows-d..se-roaming-binaries_31bf3856ad364e35_10.0.26100.7309_none_600c3d29c1162181\ChsRoaming.DLL,File148
wdi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..re-client.resources_31bf3856ad364e35_10.0.26100.1_en-us_ac9c548c73e2af9e\wdi.dll.mui,File027
ChsRoaming.DLL,C:\Windows\WinSxS\amd64_microsoft-windows-d..se-roaming-binaries_31bf3856ad364e35_10.0.26100.5074_none_60341d0fc0f7049c\ChsRoaming.DLL,File148
DeviceProperties.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..roperties.resources_31bf3856ad364e35_10.0.26100.1_en-us_3c36e89d9762cfd7\DeviceProperties.exe.mui,File005
DefaultPrinterProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..rprovider.resources_31bf3856ad364e35_10.0.26100.1_en-us_04152c474b586882\DefaultPrinterProvider.dll.mui,File005
Microsoft.CloudExperienceHost.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7705_none_9e5981cafdbf7674\Microsoft.CloudExperienceHost.winmd,File160
MicrosoftAccount.TokenProvider.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7705_none_9e5981cafdbf7674\MicrosoftAccount.TokenProvider.winmd,File005
MicrosoftAccount.TokenProvider.Core.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7705_none_9e5981cafdbf7674\MicrosoftAccount.TokenProvider.Core.winmd,File101
FolderProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.4946_en-us_ad81013971682514\FolderProvider.dll.mui,File005
DismProv.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.4946_en-us_ad81013971682514\DismProv.dll.mui,File005
FolderProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.1_en-us_0ee55bcb29c87faa\FolderProvider.dll.mui,File005
DismProv.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.1_en-us_0ee55bcb29c87faa\DismProv.dll.mui,File005
ContentDeliveryManager.Utilities.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..rymanager.resources_31bf3856ad364e35_10.0.26100.1_en-us_2b33036467dbc8b8\ContentDeliveryManager.Utilities.dll.mui,File024
credprovhost.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..t-library.resources_31bf3856ad364e35_10.0.26100.6725_en-us_00386cf947526ef4\credprovhost.dll.mui,File042
SettingsHandlers_CloudPC.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..shandlers.resources_31bf3856ad364e35_10.0.26100.1_en-us_3d734b4ba35e68bd\SettingsHandlers_CloudPC.dll.mui,File005
FolderProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.7019_en-us_addf1101712221ee\FolderProvider.dll.mui,File005
credprovs.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-c..s-library.resources_31bf3856ad364e35_10.0.26100.1301_en-us_2c308415e2be0da7\credprovs.dll.mui,File042
adaminstall.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..m-install.resources_31bf3856ad364e35_10.0.26100.1_en-us_6bf0409a764cbefb\adaminstall.exe.mui,File024
MDEServer.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..mdeserver.resources_31bf3856ad364e35_10.0.26100.1_en-us_d4b7cd4926fa5141\MDEServer.exe.mui,File005
DismProv.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ment-core.resources_31bf3856ad364e35_10.0.26100.7019_en-us_addf1101712221ee\DismProv.dll.mui,File005
dhcpcsvc.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ll-minwin.resources_31bf3856ad364e35_10.0.26100.1_en-us_31de1972e0039c05\dhcpcsvc.dll.mui,File024
volmgrx.sys.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..memanager.resources_31bf3856ad364e35_10.0.26100.1_en-us_a18734abf077f9b4\volmgrx.sys.mui,File024
Windows.Devices.Custom.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..es-custom.resources_31bf3856ad364e35_10.0.26100.1_en-us_eb3545005aa6f66b\Windows.Devices.Custom.dll.mui,File005
OSProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.1_en-us_d0c2d5d3ab13a53b\OSProvider.dll.mui,File024
OSProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.5074_en-us_6fc2fae1f2676516\OSProvider.dll.mui,File024
samlib.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..es-samlib.resources_31bf3856ad364e35_10.0.26100.1_en-us_03b260e0a1de5913\samlib.dll.mui,File024
OfflineSetupProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.1_en-us_d0c2d5d3ab13a53b\OfflineSetupProvider.dll.mui,File005
devquerybroker.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..erybroker.resources_31bf3856ad364e35_10.0.26100.1_en-us_cbde596e585850ba\devquerybroker.dll.mui,File024
MsuProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.5074_en-us_6fc2fae1f2676516\MsuProvider.dll.mui,File027
dialserver.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..erver-dll.resources_31bf3856ad364e35_10.0.26100.1_en-us_010ef547d3bd72b9\dialserver.dll.mui,File024
OfflineSetupProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.5074_en-us_6fc2fae1f2676516\OfflineSetupProvider.dll.mui,File005
Windows.Devices.Picker.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..es-picker.resources_31bf3856ad364e35_10.0.26100.1_en-us_adc617cfe1048e5a\Windows.Devices.Picker.dll.mui,File024
SmiProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.1_en-us_d0c2d5d3ab13a53b\SmiProvider.dll.mui,File005
SmiProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ers-image.resources_31bf3856ad364e35_10.0.26100.5074_en-us_6fc2fae1f2676516\SmiProvider.dll.mui,File005
ksproxy.ax.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..elsupport.resources_31bf3856ad364e35_10.0.26100.1_en-us_c72d33186e9df2e9\ksproxy.ax.mui,File160
DeviceElementSource.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..entsource.resources_31bf3856ad364e35_10.0.26100.1_en-us_ad313ec21f21e8bf\DeviceElementSource.dll.mui,File027
MicrosoftAccount.TokenProvider.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7309_none_9e84665afd9f6d34\MicrosoftAccount.TokenProvider.winmd,File005
MicrosoftAccount.TokenProvider.Core.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7309_none_9e84665afd9f6d34\MicrosoftAccount.TokenProvider.Core.winmd,File101
Microsoft.CloudExperienceHost.winmd,C:\Windows\WinSxS\amd64_microsoft-windows-c..riencehost.appxmain_31bf3856ad364e35_10.0.26100.7309_none_9e84665afd9f6d34\Microsoft.CloudExperienceHost.winmd,File160
CbmrProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ders-cbmr.resources_31bf3856ad364e35_10.0.26100.1_en-us_80f8587d359a78d4\CbmrProvider.dll.mui,File005
wdmaud2.drv.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\wdmaud2.drv.mui,File024
Midi2.UMP2BSTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.UMP2BSTransform.dll.mui,File005
Midi2.UmpProtocolDownscalerTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.UmpProtocolDownscalerTransform.dll.mui,File024
Midi2.KSTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.KSTransport.dll.mui,File024
wdmaud2.drv.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\wdmaud2.drv.mui,File024
MidiSrv.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\MidiSrv.exe.mui,File024
Midi2.VirtualMidiTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.VirtualMidiTransport.dll.mui,File024
Midi2.UmpProtocolDownscalerTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.UmpProtocolDownscalerTransform.dll.mui,File005
Midi2.UMP2BSTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.UMP2BSTransform.dll.mui,File005
Midi2.SchedulerTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.SchedulerTransform.dll.mui,File005
Midi2.MidiSrvTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.MidiSrvTransport.dll.mui,File005
Midi2.VirtualMidiTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.VirtualMidiTransport.dll.mui,File024
Midi2.LoopbackMidiTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.LoopbackMidiTransport.dll.mui,File027
MidiSrv.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\MidiSrv.exe.mui,File024
Midi2.DiagnosticsTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.DiagnosticsTransport.dll.mui,File024
Midi2.KSTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.KSTransport.dll.mui,File024
Midi2.MidiSrvTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.MidiSrvTransport.dll.mui,File005
Midi2.KSAggregateTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.KSAggregateTransport.dll.mui,File024
Midi2.SchedulerTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.SchedulerTransform.dll.mui,File024
Midi2.DiagnosticsTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.DiagnosticsTransport.dll.mui,File024
Dsui.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..cesetupui.resources_31bf3856ad364e35_10.0.26100.1_en-us_693adb817bf92429\Dsui.dll.mui,File027
Midi2.LoopbackMidiTransport.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7705_en-us_1047ffc20027598d\Midi2.LoopbackMidiTransport.dll.mui,File027
Midi2.BS2UMPTransform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-d..ces-midi2.resources_31bf3856ad364e35_10.0.26100.7019_en-us_1094545fffee15d1\Midi2.BS2UMPTransform.dll.mui,File005
InfDefaultInstall.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..ltinstall.resources_31bf3856ad364e35_10.0.26100.1_en-us_add06455da2689f9\InfDefaultInstall.exe.mui,File005
XPath.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..lprovider.resources_31bf3856ad364e35_10.0.26100.1_en-us_8daeb03bee16ecac\XPath.dll.mui,File027
AppHostNavigators.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..lprovider.resources_31bf3856ad364e35_10.0.26100.1_en-us_8daeb03bee16ecac\AppHostNavigators.dll.mui,File024
Inetmgr.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..ntconsole.resources_31bf3856ad364e35_10.0.26100.1_en-us_8c6159288e30d8ce\Inetmgr.exe.mui,File024
windows.internal.shell.broker.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..ll-broker.resources_31bf3856ad364e35_10.0.26100.1_en-us_247aa0e67c67d978\windows.internal.shell.broker.dll.mui,File024
httpapi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-http-api.resources_31bf3856ad364e35_10.0.26100.1_en-us_526603e39adc1b05\httpapi.dll.mui,File005
hh.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-htmlhelp.resources_31bf3856ad364e35_10.0.26100.4202_en-us_51259de230fe8f21\hh.exe.mui,File005
hlink.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-hlink.resources_31bf3856ad364e35_10.0.26100.1_en-us_c7efa04c56121814\hlink.dll.mui,File024
hnswfpdriver.sys.mui,C:\Windows\WinSxS\amd64_microsoft-windows-h..fp-driver.resources_31bf3856ad364e35_10.0.26100.1_en-us_842dfedef2584fc0\hnswfpdriver.sys.mui,File024
l1vhlwf.sys.mui,C:\Windows\WinSxS\amd64_microsoft-windows-h..ic-switch.resources_31bf3856ad364e35_10.0.26100.7705_en-us_32e444f24d549f77\l1vhlwf.sys.mui,File101
Windows.ImmersiveShell.ServiceProvider.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..eprovider.resources_31bf3856ad364e35_10.0.26100.1_en-us_93155d605f949f62\Windows.ImmersiveShell.ServiceProvider.dll.mui,File027
Windows.Internal.ShellCommon.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..ellcommon.resources_31bf3856ad364e35_10.0.26100.1_en-us_176f80f7e4665c19\Windows.Internal.ShellCommon.dll.mui,File024
imapi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..egacyshim.resources_31bf3856ad364e35_10.0.26100.1_en-us_2067d7da819f1e9d\imapi.dll.mui,File024
F12Platform.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..2platform.resources_31bf3856ad364e35_11.0.26100.1_en-us_e57a3c03a199bd36\F12Platform.dll.mui,File005
WindowsActionDialog.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-g..omponents.resources_31bf3856ad364e35_10.0.26100.1_en-us_d91ea6de69c26405\WindowsActionDialog.exe.mui,File024
gpapi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-g..licy-base.resources_31bf3856ad364e35_10.0.26100.1_en-us_be2843fbd972ca37\gpapi.dll.mui,File160
Microsoft.Graphics.Display.DisplayEnhancementService.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-g..ntservice.resources_31bf3856ad364e35_10.0.26100.1_en-us_f36e764e47c18422\Microsoft.Graphics.Display.DisplayEnhancementService.dll.mui,File024
fsavailux.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-fsavailux.resources_31bf3856ad364e35_10.0.26100.1_en-us_4380672b3a4d6a73\fsavailux.exe.mui,File027
fontview.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-fontview.resources_31bf3856ad364e35_10.0.26100.1_en-us_d0ffc0a2f65e69c0\fontview.exe.mui,File160
iislog.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..gbinaries.resources_31bf3856ad364e35_10.0.26100.1_en-us_30819bd2a8c4471a\iislog.dll.mui,File024
fodhelper.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-fodhelper-ux.resources_31bf3856ad364e35_10.0.26100.1_en-us_a7015048085a31bb\fodhelper.exe.mui,File024
IndirectKmd.sys.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..ernelmode.resources_31bf3856ad364e35_10.0.26100.1_en-us_8b2c51890f92d4fc\IndirectKmd.sys.mui,File024
FirewallUX.dll.mun,C:\Windows\WinSxS\amd64_microsoft-windows-firewallux_31bf3856ad364e35_10.0.26100.7309_none_4f8253a663800d38\FirewallUX.dll.mun,File005
FirewallUX.dll.mun,C:\Windows\WinSxS\amd64_microsoft-windows-firewallux_31bf3856ad364e35_10.0.26100.7705_none_4f576f1663a01678\FirewallUX.dll.mun,File005
IPNATHLPCLIENT.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..hlpclient.resources_31bf3856ad364e35_10.0.26100.1_en-us_db8569ba24c7fcbf\IPNATHLPCLIENT.dll.mui,File024
ieui.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..i-windows.resources_31bf3856ad364e35_10.0.26100.1_en-us_286322a7796b2b63\ieui.dll.mui,File027
FirewallUX.dll.mun,C:\Windows\WinSxS\amd64_microsoft-windows-firewallux_31bf3856ad364e35_10.0.26100.5074_none_4faa338c6360f053\FirewallUX.dll.mun,File005
h8514oem.fon,C:\Windows\WinSxS\amd64_microsoft-windows-font-bitmap-oem_31bf3856ad364e35_10.0.26100.1_none_fa57c54c16f338be\h8514oem.fon,File164
ie4uinit.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..p-support.resources_31bf3856ad364e35_11.0.26100.1_en-us_cff64e8c252094d1\ie4uinit.exe.mui,File160
hmmapi.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..otmailapi.resources_31bf3856ad364e35_10.0.26100.1_en-us_a231d9f8b15695c7\hmmapi.dll.mui,File005
Windows.Internal.CapturePicker.Desktop.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..r-desktop.resources_31bf3856ad364e35_10.0.26100.1_en-us_bb67120c3348cfb9\Windows.Internal.CapturePicker.Desktop.dll.mui,File024
browscap.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..pbinaries.resources_31bf3856ad364e35_10.0.26100.1_en-us_724631c6ef02dd0f\browscap.dll.mui,File024
F12Platform2.dll.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..platform2.resources_31bf3856ad364e35_11.0.26100.1_en-us_4b4096f4deaeeed4\F12Platform2.dll.mui,File005
html.iec.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..r-enduser.resources_31bf3856ad364e35_10.0.26100.1_en-us_6b95cdc577dae723\html.iec.mui,File001
mshta.exe.mui,C:\Windows\WinSxS\amd64_microsoft-windows-i..plication.resources_31bf3856ad364e35_11.0.26100.1_en-us_86428ff2e2f34939\mshta.exe.mui,File005
